IC50,Cancer,Drug,EXP_ABL1_X_EXP_HRAS,MUT_NTRK3,PWY_R_HSA_418594,PKA_218_POL,GO_0008630_EXP_X_GO_0042981_EXP,Fingerprint_679,GO_0043524_EXP,REC_R_HSA_3371567_X_REC_R_HSA_3928612,PWY_R_HSA_3928662_X_PWY_R_HSA_5685938,PKA_151_EXP,SFAM_TAO,PWY_R_HSA_422475_X_PWY_R_HSA_5693532,PWY_R_HSA_5685938_X_PWY_R_HSA_68875,GO_0043065_CSV,GO_0048699_EXP,PWY_R_HSA_201681_CSV,PWY_R_HSA_193639,GO_0048511_EXP,PWY_R_HSA_3371453_EXP_X_PWY_R_HSA_69278_EXP,PKA_163_M_CSV_X_Fingerprint_698,PKA_45_CSV,GO_0032956_CSV,EXP_PRKD1,GO_0030282_EXP,PKA_214_HYD,GO_0060644_EXP,PKA_130_ENG,GO_0006915,REC_R_HSA_8851710,GO_0090166,PWY_R_HSA_74160_EXP,PWY_R_HSA_5633007_EXP,GO_0001541_EXP_X_GO_0034446_EXP,REC_R_HSA_5672969_EXP_X_REC_R_HSA_5686578_EXP,GO_0031647_EXP,PKA_240_VOL,GO_0006338,PKA_163_M,REC_R_HSA_2682349_EXP_X_REC_R_HSA_3371567_EXP,PKA_209_HYD,GO_0050885_EXP,MUT_KALRN,GO_0008630_EXP_X_GO_0032968_EXP,GO_0050999,GO_1900745,GO_0000278_X_GO_0008630,PKA_58_ASA,REC_R_HSA_6802927,EXP_TAF1_X_EXP_TAF11,EXP_PAK6,GO_0035556_CSV,PWY_R_HSA_449147,PKA_199_VOL,GO_0010506_EXP_X_GO_0018105_EXP,PKA_108_C_EXP,GO_0003151,PKA_55_E_CSV,PWY_R_HSA_1257604_CSV,MUT_MAK_EXP,PKA_227_T_CSV,GO_0008104_EXP,GO_0043114,REC_R_HSA_432148_EXP_X_REC_R_HSA_6802932_EXP,GO_0070059,PWY_R_HSA_162909_EXP,GO_0002250,REC_R_HSA_205328_CSV,PKA_212_ENG,PWY_R_HSA_4086398,PWY_R_HSA_8878166,MUT_ULK1_EXP,REC_R_HSA_199443_EXP,PWY_R_HSA_202403_EXP,PKA_76_A_CSV,PWY_R_HSA_512988_EXP,GO_0006338_EXP_X_GO_0008630_EXP,DOM_Guanylate_cyc_EXP,GO_0006469,DOM_Pkinase_Tyr_CSV,GO_2000021_EXP,GO_0030866,GO_0001935,GO_0006975_EXP_X_GO_0030335_EXP
4.494754,906869,326,33.7888383334279,0,0,0,0,1,7.23643252038997,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.735163,4.30524025078392,0,0,0,0,0,0,0,4.43654750073128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.891388354376,2.98278205396239,0,1,0,0,0,1,0,0.480643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.735163,0,0,0,0
4.0567,908138,326,36.4217885678888,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86681328276758,0,0,0,0,2,0,0,6.74111830138078,0,0,0,8.2119172272623,0,0,0,0,0,0,1,0,0,0,0,0,1,35.6175330247052,3.09395159749961,0,1,0,0,0,0,0,0.636656,0,0,0,0,0,1,6.77809374900447,0,0,0,0,0,0,5.48145327823449,6.77809374900447,0,0,0,0,2,0,3.17819367277254,0,0,0
4.319894,908139,326,32.0032241953744,0,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866649,2.79664717969181,0,0,0,0,1,0,0,0,0,0,0,2.79664717969181,0,0,0,0,0,0,0,0,0,0,0,10,0,33.923577061689,4.78354023627896,0.785762,0,0,0,0,0,0,0,0,0.785762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64999,0,0,0,0
4.321854,908444,326,38.9098970709327,0,0,0,171.297371801921,1,10.3546710117977,1,1,0,0,10,0,0.767151,0,0,1,0,167.546498187476,0,0,0,6.48785169686242,0,0,3.22777907939775,0,3,0,1,46.8193501017724,36.3512249940572,41.4259355873787,23.26303117643,0,0,0,0,90.5376761378962,0,0,0,0,0,1,1,0,1,35.0136048414507,3.15223241086371,3.823016,10,40.5,870.782160847359,0,1,0,0,0,0,0,0,114.530144607238,1,0,3,0.868803,4.015,0,1,0,0,5.61652542832233,0,11.8060820536973,0,0,0,2.272648,9.3654085088593,0,2,57.2531530595957
5.151076,908445,326,35.1864226650566,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97367599031745,0,0,0,0,2,0,1,4.92083422199809,4.92083422199809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.2376271873337,3.14775205419068,0.781361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.968250871763,0,0,0,0,0,2.305871,0,0,0,0
4.663172,908446,326,31.458402914149,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.73426515044141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.5046419972752,3.9156641055228,0.793011,1,0,0,0,0,0,0.57773,3.00849473482345,0,0,0,0,0,3.11336972536806,0,0,0,0,0,0,0,3.11336972536806,0,0,0,0,0,0.57773,0,0,0,0
4.097207,908455,326,35.841671150159,0,0,0,0,1,4.0755434452368,0,0,0,0,6,0,0,10.1949634652935,0,0,6.39589598478629,0,0,0,0.832689,2.9902994428186,0,-0.65,0,0,1,1,0,25.9700739201335,9.64076990993412,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,38.0843995223405,3.87820628183007,2.262723,3,0,0,0,0,0,0,0,0,7.99347778181285,0,0,0,3.03280644625227,1,0,0,0,1,4.62755120193747,0,3.05841853158828,0,3.03280644625227,0,0,0,1.58075,0,1,0,0
1.700302,909697,326,39.7663923169939,0,0,0,24.4897366650094,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2.70514355024884,0,0,0,0,1,0,0,5.84007080124317,0,0,0,0,0,0,0,0,0,9.45817085072449,0,0,0,0,1,0,0,35.8865040505756,3.14616235028136,0,0,0,135.301307822216,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.494819,0,0,0,21.6723240132188
4.501425,909711,326,27.2295625016864,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71786572350014,0,0,0,0,2,0,0,0,0,0,0,2.71786572350014,0,0,0,0,0,0,0,0,0,0,0,0,0,37.563564971038,7.57796647082842,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.372695,909770,326,35.4360788558147,1,0,0,1227.39632097069,1,0,6,10,3.90766465853242,1,30,5,0,0,0,1,0,425.106682984332,0,0,0,2.98210301736866,6.24853708404602,0,3.25702734438662,0,4,1,0,63.2009651478798,28.8537841186164,212.519952711497,122.087167477415,0,0,1,0,206.258030219955,0,10.5797623591088,1,182.39349320837,0,0,12,0,0,37.53881555832,4.51436234758741,0.580255,2,0,1526.96981491465,0,3,0.789882,0,0,0,3.08865707166198,0,0,0,0,0,0,0,0,2,0,0,4.45551585403785,0,0,253.155282975224,0,1,1.522635,4.16246957544681,1,0,175.451679985232
2.251772,910924,326,36.7286192602924,0,0,0,0,1,11.8388353015427,0,0,0,1,6,0,0.716075,3.43889390721937,1.522149,0,5.5171854575162,0,0,0.640646,0,2.98227718395951,0,0,8.56980878451917,0,1,1,0,48.1428160805226,37.9895712668432,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,36.2312479151345,3.34959951036007,3.759938,3,0,757.585089172602,0,0,0,0.716075,0,0,0,0,0,0,0,0,0,0,2,1,0,5.33941205773919,0,0.731244,8.70583227898831,0,0,1,2.411844,3.27496549405314,3,0,0
4.391722,925340,326,35.4888845202702,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39386117557377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,34.2312186745987,4.19050440981814,0.758173,0,0,0,0,0,0,0,0,0,3.41854342354113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.192694,1240155,326,30.4191666215621,0,0,0,101.990573231252,1,0,0,2,0,0,18,1,0,0,0,1,2.91611037694318,95.920838304091,0,0,0,2.93013755019951,0,0,0,0,3,1,2,40.6961864746223,8.98926174358319,0,33.1564547382528,0,0,0,0,0,0,5.40400618979569,1,27.603747298128,0,0,1,0,1,34.8004697698609,5.0016396989611,1.469443,7,0,185.703803834242,4.15030747408621,0,0,0.824936,0,0,0,1,0,0,0,0,0,0,1,3,0,0,11.5943319174625,0,7.56233261396321,0,0,1,0.752326,0,1,0,0
3.367757,1290806,326,32.6825052518214,0,1,0,0,1,0,0,0,0,0,0,0,0.782514,3.79123149219495,0,1,0,0,0,0,0,2.96699524640006,0,0,0,0,3,0,0,12.0604872589011,8.34082452387214,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.899999999999999,0,33.8456252683045,3.15439342726163,1.630892,1,0,18.7319134993492,0,0,0,0.743098,0,0,0,0,0,1,0,1,0.812426,0,0,0,0,6.32350242776005,9.54284173087734,0,0,0,0,1,2.413406,0,0,0,0
4.330704,1298357,326,40.1909643361269,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18871691554886,3.06114653481482,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,37.0507144857179,3.98340152454109,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.814387,0,0,0,0
5.380553,1298358,326,26.2875267622661,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06116635653344,0,0,0,0,1,0,0,7.8510065785696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28.3200912760122,3.40258357808733,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772204,0,0,0,0
2.323359,1322224,326,27.6456643435548,1,0,0,130.694940018161,1,12.9501005942197,0,0,0,1,6,1,0,0,0,0,0,57.5499379349121,0,0,0,2.56465178549609,0,-0.77,0,0,3,0,0,11.5346501899133,11.5346501899133,0,24.3191859732944,0,0,1,0,0,0,0,0,0,0,0,1,0,0,43.1991951056946,3.2746904267787,0.5961,1,0,308.343396450136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.95605995605521,45.384671765934,0,0,0.5961,3.76782834337586,0,0,15.9300207295652
4.57397,906790,329,35.979724792996,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.65158759162663,0,0,0,0,2,0,0,0,0,0,0,9.16058864406024,0,0,0,0,0,0,0,0,0,0,0,0,1,33.9691027289151,3.25829628449544,1.634262,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3.52304688247689,0,3.04927624299313,0,0.710217,0,0,0,0
3.23881,906848,329,49.8743458150098,0,0,0,0,1,0,0,0,0,0,3,0,0,8.59336274279361,0,0,0,0,0,0,0,3.60535923417644,0,0,0,0,0,0,1,12.3233782726277,0,0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,36.1737514325821,4.56909865046062,0,0,0,0,0,0,0,0.800154,0,0,4.6015277142837,1,0,0,0,0,0,0,0,0,4.6015277142837,0,0,0,0,0,0,0,0.800154,0,0,0,0
2.325279,906869,329,33.7888383334279,0,0,0,0,1,7.23643252038997,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.735163,4.30524025078392,0,0,0,0,0,0,0,4.43654750073128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.891388354376,2.98278205396239,0,1,0,0,0,1,0,0.480643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.735163,0,0,0,0
2.657252,907055,329,37.8963279380855,0,0,0,33.3226372077122,1,0,0,0,0,0,6,0,0.858268,0,0,0,0,0,0,0,0,7.18114871871138,0,0,3.60441554611298,0,1,0,0,27.7505647122784,10.3687236108929,0,0,0,1.8,0,0,42.7551828252492,0,0,0,0,0,0,0,0,0,40.4052041437301,3.11299337582919,2.241256,0,0,115.346593291756,0,0,0,0.76554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.858268,4.12347598698962,0,0,0
4.688635,908138,329,36.4217885678888,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86681328276758,0,0,0,0,2,0,0,6.74111830138078,0,0,0,8.2119172272623,0,0,0,0,0,0,1,0,0,0,0,0,1,35.6175330247052,3.09395159749961,0,1,0,0,0,0,0,0.636656,0,0,0,0,0,1,6.77809374900447,0,0,0,0,0,0,5.48145327823449,6.77809374900447,0,0,0,0,2,0,3.17819367277254,0,0,0
4.377253,908139,329,32.0032241953744,0,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866649,2.79664717969181,0,0,0,0,1,0,0,0,0,0,0,2.79664717969181,0,0,0,0,0,0,0,0,0,0,0,10,0,33.923577061689,4.78354023627896,0.785762,0,0,0,0,0,0,0,0,0.785762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64999,0,0,0,0
3.18056,908444,329,38.9098970709327,0,0,0,171.297371801921,1,10.3546710117977,1,1,0,0,10,0,0.767151,0,0,1,0,167.546498187476,0,0,0,6.48785169686242,0,0,3.22777907939775,0,3,0,1,46.8193501017724,36.3512249940572,41.4259355873787,23.26303117643,0,0,0,0,90.5376761378962,0,0,0,0,0,1,1,0,1,35.0136048414507,3.15223241086371,3.823016,10,40.5,870.782160847359,0,1,0,0,0,0,0,0,114.530144607238,1,0,3,0.868803,4.015,0,1,0,0,5.61652542832233,0,11.8060820536973,0,0,0,2.272648,9.3654085088593,0,2,57.2531530595957
5.151076,908445,329,35.1864226650566,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97367599031745,0,0,0,0,2,0,1,4.92083422199809,4.92083422199809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.2376271873337,3.14775205419068,0.781361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.968250871763,0,0,0,0,0,2.305871,0,0,0,0
4.662134,908446,329,31.458402914149,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.73426515044141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.5046419972752,3.9156641055228,0.793011,1,0,0,0,0,0,0.57773,3.00849473482345,0,0,0,0,0,3.11336972536806,0,0,0,0,0,0,0,3.11336972536806,0,0,0,0,0,0.57773,0,0,0,0
5.122121,908455,329,35.841671150159,0,0,0,0,1,4.0755434452368,0,0,0,0,6,0,0,10.1949634652935,0,0,6.39589598478629,0,0,0,0.832689,2.9902994428186,0,-0.65,0,0,1,1,0,25.9700739201335,9.64076990993412,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,38.0843995223405,3.87820628183007,2.262723,3,0,0,0,0,0,0,0,0,7.99347778181285,0,0,0,3.03280644625227,1,0,0,0,1,4.62755120193747,0,3.05841853158828,0,3.03280644625227,0,0,0,1.58075,0,1,0,0
2.504143,909697,329,39.7663923169939,0,0,0,24.4897366650094,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2.70514355024884,0,0,0,0,1,0,0,5.84007080124317,0,0,0,0,0,0,0,0,0,9.45817085072449,0,0,0,0,1,0,0,35.8865040505756,3.14616235028136,0,0,0,135.301307822216,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.494819,0,0,0,21.6723240132188
5.021688,909711,329,27.2295625016864,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71786572350014,0,0,0,0,2,0,0,0,0,0,0,2.71786572350014,0,0,0,0,0,0,0,0,0,0,0,0,0,37.563564971038,7.57796647082842,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.581166,909770,329,35.4360788558147,1,0,0,1227.39632097069,1,0,6,10,3.90766465853242,1,30,5,0,0,0,1,0,425.106682984332,0,0,0,2.98210301736866,6.24853708404602,0,3.25702734438662,0,4,1,0,63.2009651478798,28.8537841186164,212.519952711497,122.087167477415,0,0,1,0,206.258030219955,0,10.5797623591088,1,182.39349320837,0,0,12,0,0,37.53881555832,4.51436234758741,0.580255,2,0,1526.96981491465,0,3,0.789882,0,0,0,3.08865707166198,0,0,0,0,0,0,0,0,2,0,0,4.45551585403785,0,0,253.155282975224,0,1,1.522635,4.16246957544681,1,0,175.451679985232
4.687079,910924,329,36.7286192602924,0,0,0,0,1,11.8388353015427,0,0,0,1,6,0,0.716075,3.43889390721937,1.522149,0,5.5171854575162,0,0,0.640646,0,2.98227718395951,0,0,8.56980878451917,0,1,1,0,48.1428160805226,37.9895712668432,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,36.2312479151345,3.34959951036007,3.759938,3,0,757.585089172602,0,0,0,0.716075,0,0,0,0,0,0,0,0,0,0,2,1,0,5.33941205773919,0,0.731244,8.70583227898831,0,0,1,2.411844,3.27496549405314,3,0,0
5.294164,925340,329,35.4888845202702,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39386117557377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,34.2312186745987,4.19050440981814,0.758173,0,0,0,0,0,0,0,0,0,3.41854342354113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.964776,1240155,329,30.4191666215621,0,0,0,101.990573231252,1,0,0,2,0,0,18,1,0,0,0,1,2.91611037694318,95.920838304091,0,0,0,2.93013755019951,0,0,0,0,3,1,2,40.6961864746223,8.98926174358319,0,33.1564547382528,0,0,0,0,0,0,5.40400618979569,1,27.603747298128,0,0,1,0,1,34.8004697698609,5.0016396989611,1.469443,7,0,185.703803834242,4.15030747408621,0,0,0.824936,0,0,0,1,0,0,0,0,0,0,1,3,0,0,11.5943319174625,0,7.56233261396321,0,0,1,0.752326,0,1,0,0
4.819949,1290806,329,32.6825052518214,0,1,0,0,1,0,0,0,0,0,0,0,0.782514,3.79123149219495,0,1,0,0,0,0,0,2.96699524640006,0,0,0,0,3,0,0,12.0604872589011,8.34082452387214,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.899999999999999,0,33.8456252683045,3.15439342726163,1.630892,1,0,18.7319134993492,0,0,0,0.743098,0,0,0,0,0,1,0,1,0.812426,0,0,0,0,6.32350242776005,9.54284173087734,0,0,0,0,1,2.413406,0,0,0,0
4.909531,1298357,329,40.1909643361269,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18871691554886,3.06114653481482,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,37.0507144857179,3.98340152454109,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.814387,0,0,0,0
5.394065,1298358,329,26.2875267622661,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06116635653344,0,0,0,0,1,0,0,7.8510065785696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28.3200912760122,3.40258357808733,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772204,0,0,0,0
3.003972,1322224,329,27.6456643435548,1,0,0,130.694940018161,1,12.9501005942197,0,0,0,1,6,1,0,0,0,0,0,57.5499379349121,0,0,0,2.56465178549609,0,-0.77,0,0,3,0,0,11.5346501899133,11.5346501899133,0,24.3191859732944,0,0,1,0,0,0,0,0,0,0,0,1,0,0,43.1991951056946,3.2746904267787,0.5961,1,0,308.343396450136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.95605995605521,45.384671765934,0,0,0.5961,3.76782834337586,0,0,15.9300207295652
3.72753,906790,330,35.979724792996,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.65158759162663,0,0,0,0,2,0,0,0,0,0,0,9.16058864406024,0,0,0,0,0,0,0,0,0,0,0,0,1,33.9691027289151,3.25829628449544,1.634262,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3.52304688247689,0,3.04927624299313,0,0.710217,0,0,0,0
2.73049,906848,330,49.8743458150098,0,0,0,0,1,0,0,0,0,0,3,0,0,8.59336274279361,0,0,0,0,0,0,0,3.60535923417644,0,0,0,0,0,0,1,12.3233782726277,0,0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,36.1737514325821,4.56909865046062,0,0,0,0,0,0,0,0.800154,0,0,4.6015277142837,1,0,0,0,0,0,0,0,0,4.6015277142837,0,0,0,0,0,0,0,0.800154,0,0,0,0
3.549449,906869,330,33.7888383334279,0,0,0,0,1,7.23643252038997,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.735163,4.30524025078392,0,0,0,0,0,0,0,4.43654750073128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.891388354376,2.98278205396239,0,1,0,0,0,1,0,0.480643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.735163,0,0,0,0
2.669291,907055,330,37.8963279380855,0,0,0,33.3226372077122,1,0,0,0,0,0,6,0,0.858268,0,0,0,0,0,0,0,0,7.18114871871138,0,0,3.60441554611298,0,1,0,0,27.7505647122784,10.3687236108929,0,0,0,1.8,0,0,42.7551828252492,0,0,0,0,0,0,0,0,0,40.4052041437301,3.11299337582919,2.241256,0,0,115.346593291756,0,0,0,0.76554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.858268,4.12347598698962,0,0,0
3.636423,908138,330,36.4217885678888,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86681328276758,0,0,0,0,2,0,0,6.74111830138078,0,0,0,8.2119172272623,0,0,0,0,0,0,1,0,0,0,0,0,1,35.6175330247052,3.09395159749961,0,1,0,0,0,0,0,0.636656,0,0,0,0,0,1,6.77809374900447,0,0,0,0,0,0,5.48145327823449,6.77809374900447,0,0,0,0,2,0,3.17819367277254,0,0,0
3.639965,908139,330,32.0032241953744,0,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866649,2.79664717969181,0,0,0,0,1,0,0,0,0,0,0,2.79664717969181,0,0,0,0,0,0,0,0,0,0,0,10,0,33.923577061689,4.78354023627896,0.785762,0,0,0,0,0,0,0,0,0.785762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64999,0,0,0,0
3.091857,908444,330,38.9098970709327,0,0,0,171.297371801921,1,10.3546710117977,1,1,0,0,10,0,0.767151,0,0,1,0,167.546498187476,0,0,0,6.48785169686242,0,0,3.22777907939775,0,3,0,1,46.8193501017724,36.3512249940572,41.4259355873787,23.26303117643,0,0,0,0,90.5376761378962,0,0,0,0,0,1,1,0,1,35.0136048414507,3.15223241086371,3.823016,10,40.5,870.782160847359,0,1,0,0,0,0,0,0,114.530144607238,1,0,3,0.868803,4.015,0,1,0,0,5.61652542832233,0,11.8060820536973,0,0,0,2.272648,9.3654085088593,0,2,57.2531530595957
5.151076,908445,330,35.1864226650566,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97367599031745,0,0,0,0,2,0,1,4.92083422199809,4.92083422199809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.2376271873337,3.14775205419068,0.781361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.968250871763,0,0,0,0,0,2.305871,0,0,0,0
3.875916,908446,330,31.458402914149,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.73426515044141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.5046419972752,3.9156641055228,0.793011,1,0,0,0,0,0,0.57773,3.00849473482345,0,0,0,0,0,3.11336972536806,0,0,0,0,0,0,0,3.11336972536806,0,0,0,0,0,0.57773,0,0,0,0
4.483663,908455,330,35.841671150159,0,0,0,0,1,4.0755434452368,0,0,0,0,6,0,0,10.1949634652935,0,0,6.39589598478629,0,0,0,0.832689,2.9902994428186,0,-0.65,0,0,1,1,0,25.9700739201335,9.64076990993412,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,38.0843995223405,3.87820628183007,2.262723,3,0,0,0,0,0,0,0,0,7.99347778181285,0,0,0,3.03280644625227,1,0,0,0,1,4.62755120193747,0,3.05841853158828,0,3.03280644625227,0,0,0,1.58075,0,1,0,0
2.456621,909697,330,39.7663923169939,0,0,0,24.4897366650094,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2.70514355024884,0,0,0,0,1,0,0,5.84007080124317,0,0,0,0,0,0,0,0,0,9.45817085072449,0,0,0,0,1,0,0,35.8865040505756,3.14616235028136,0,0,0,135.301307822216,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.494819,0,0,0,21.6723240132188
5.373785,909711,330,27.2295625016864,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71786572350014,0,0,0,0,2,0,0,0,0,0,0,2.71786572350014,0,0,0,0,0,0,0,0,0,0,0,0,0,37.563564971038,7.57796647082842,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.020919,909770,330,35.4360788558147,1,0,0,1227.39632097069,1,0,6,10,3.90766465853242,1,30,5,0,0,0,1,0,425.106682984332,0,0,0,2.98210301736866,6.24853708404602,0,3.25702734438662,0,4,1,0,63.2009651478798,28.8537841186164,212.519952711497,122.087167477415,0,0,1,0,206.258030219955,0,10.5797623591088,1,182.39349320837,0,0,12,0,0,37.53881555832,4.51436234758741,0.580255,2,0,1526.96981491465,0,3,0.789882,0,0,0,3.08865707166198,0,0,0,0,0,0,0,0,2,0,0,4.45551585403785,0,0,253.155282975224,0,1,1.522635,4.16246957544681,1,0,175.451679985232
3.446199,910924,330,36.7286192602924,0,0,0,0,1,11.8388353015427,0,0,0,1,6,0,0.716075,3.43889390721937,1.522149,0,5.5171854575162,0,0,0.640646,0,2.98227718395951,0,0,8.56980878451917,0,1,1,0,48.1428160805226,37.9895712668432,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,36.2312479151345,3.34959951036007,3.759938,3,0,757.585089172602,0,0,0,0.716075,0,0,0,0,0,0,0,0,0,0,2,1,0,5.33941205773919,0,0.731244,8.70583227898831,0,0,1,2.411844,3.27496549405314,3,0,0
4.018033,925340,330,35.4888845202702,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39386117557377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,34.2312186745987,4.19050440981814,0.758173,0,0,0,0,0,0,0,0,0,3.41854342354113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
